9.558142041981715353e-01,9.543137577997352627e-01,8.570644258307720253e-01,8.345052227197906625e-01,7.757642954526353662e-01,7.631057857408487521e-01
6.575598294434092939e-01,5.749019908163210957e-01,2.924816912204969976e-01,2.661791763101311603e-01,2.596653887775745573e-01,2.272335219640331250e-01
9.879354617564497509e-01,9.442889430060853462e-01,8.102895014323208134e-01,3.476349748699176234e-01,2.984643261146660009e-01,2.228570404640413949e-01
9.925222055166545987e-01,6.638761067989662479e-01,5.485476894972755035e-01,5.430539286444835412e-01,1.161295786426097959e-01,1.653411416240705215e-02
9.952657645368679917e-01,3.552168933151385599e-01,3.251832578677134045e-01,2.945909389027887570e-01,3.138463423808484504e-02,1.466874449474316923e-02
9.280183867897359162e-01,7.205446464928454420e-01,6.952379354238802378e-01,1.455746450105949719e-01,3.228196873846599091e-02,1.718576083177639213e-02
9.522175153507892453e-01,8.791738479690275332e-01,8.216014798365285365e-01,2.681051455202174139e-01,2.091051478896881199e-02,2.281386785583316111e-03
9.010813253479057483e-01,5.719816731220982442e-01,5.556833435250601028e-01,7.082811456889204216e-02,6.830489959833362448e-03,2.984629599287844104e-03
9.996833758348803167e-01,9.996412274796092623e-01,5.752060519954778073e-01,2.165533248008115752e-01,5.755626258531891005e-03,2.607017426470200619e-04
9.812774038993298253e-01,9.072827824344051884e-01,8.784433651901274454e-01,8.728926063644757427e-01,1.378553055776082564e-03,3.665682021009861245e-04
8.362935956405386229e-01,7.978900877043636486e-01,7.704833415681823228e-01,7.605292371070144775e-01,1.638254137529421240e-03,4.342159381969226597e-04
9.350792903139182322e-01,9.202119756593873934e-01,9.196841383007836601e-01,4.876777160101620212e-01,2.222341995972058372e-03,3.566832771123687506e-04
8.874428064535661020e-01,6.851645088054144628e-01,5.953793450008524335e-01,5.331579011978551108e-01,9.712155150108629396e-04,2.300729307749682781e-04
9.465336048828310034e-01,9.149838156414443757e-01,7.998766132065608936e-01,8.131422835615433053e-02,3.641509614042594137e-04,1.792136083754441588e-04
5.726691914976970166e-01,5.683201073958639160e-01,5.213751332768069569e-01,5.066693963506448961e-01,3.013426801453366602e-04,3.004012424671411992e-04
9.381044766670849633e-01,7.490426201623823221e-01,6.642255050902060587e-01,4.152756301216626311e-01,4.223350631032484577e-04,4.214990683753198214e-04
9.947220192797305849e-01,9.552317876610184610e-01,1.913619459149505930e-01,1.910751966511808064e-01,4.650303783807269902e-04,3.923202963976071800e-04
9.324544544859886264e-01,7.896174286286385957e-01,3.293743134786356053e-01,2.236197613320140554e-01,4.354508256560793542e-04,3.338857958698187439e-04
9.992238265453944335e-01,9.400552268989944560e-01,8.500048831915353320e-01,2.502477580309185323e-01,3.928149995880531823e-04,3.218107782645480866e-04
8.180728198772900805e-01,2.812715837971958011e-01,2.809166213210296248e-01,2.030254529071995676e-02,2.385850502719665282e-04,2.151513631963239686e-04
9.035780893573711614e-01,6.215106030570893836e-01,4.381956409749337422e-01,3.885768414933473691e-01,2.885680995234264526e-04,2.158709910514080990e-04
9.739787389144594076e-01,8.535452113697067356e-01,6.918001793270930344e-01,5.023426920656225425e-01,3.736299167670535442e-04,3.352205949485329906e-04
9.843114039148271877e-01,8.543585301293571410e-01,6.369416256246253072e-01,6.358333677853128529e-01,2.689567294619153964e-04,1.521480336636501357e-04
8.842013996680782029e-01,8.450705949173800136e-01,8.146997036206807818e-01,6.283613407661172712e-01,1.653217081585235324e-04,1.627420598466739030e-04
3.535047583251900716e-01,3.295941821296126673e-01,3.295672218255891184e-01,2.787678778225715637e-01,2.538435640560112783e-04,2.163932626846515371e-04
8.720632273985086114e-01,8.165521338947234753e-01,5.407148643794722487e-01,2.097306226530215867e-01,2.173067285532015826e-04,1.922772952112779515e-04
6.913855670095143680e-01,6.487586771881271863e-01,5.418413940777696558e-01,1.536368822519929289e-01,4.371744938836392524e-04,4.226662355209528195e-04
9.984619945542568820e-01,9.738816856429651780e-01,9.638051762459961536e-01,2.079858814887215468e-01,2.138948502546926436e-04,1.916561313880077422e-04
9.585518180745458139e-01,9.409912304452821008e-01,7.854793998376954356e-01,2.747722114333553955e-01,3.012953852183741614e-04,2.586396804107261491e-04
9.868404674635462559e-01,9.866498998181312263e-01,3.155369990965195548e-01,1.719480362091999059e-02,3.417509808657038573e-04,3.291763700947045374e-04
9.623885419421093212e-01,9.405585710172396086e-01,9.242561857262959757e-01,5.784258664753639395e-02,2.328469719729787599e-04,1.825120555584098050e-04
5.326381497070161730e-01,5.208956198640323221e-01,4.986389791723373488e-01,2.031520792035847733e-01,2.855389082673748333e-04,2.662054921766452407e-04
9.856063054370822751e-01,9.809480649027625399e-01,5.500915550023006695e-01,1.030041555557406063e-01,3.401575541215976764e-04,3.312630764966860365e-04
9.975894666257154597e-01,9.381637585012225777e-01,7.121502192819509913e-01,3.279372123218968205e-01,3.867813053919163407e-04,3.783081142388055327e-04
9.999995309877669492e-01,5.940993565564128831e-01,4.628444856403789442e-01,1.993397908867513835e-01,1.837887206894205452e-04,1.572645591282012892e-04
8.541217237980401888e-01,6.086553347253288448e-01,4.802556490017462210e-01,2.008823171698992660e-01,3.851063405503226647e-04,3.354316876850400105e-04
9.961891644533202861e-01,9.947339924292909474e-01,8.089640977108990549e-01,6.693980685292824084e-01,3.112303031743512516e-04,3.109695540289571757e-04
9.361703503303340224e-01,6.599041708110863214e-01,6.081283584725876157e-01,6.022382574031518443e-01,3.611098318625580866e-04,3.464055624549454535e-04
9.870232149282709422e-01,5.074802948281614823e-01,3.939864403681141991e-01,3.073246518284330486e-01,1.613828353931150974e-04,1.605195758713049868e-04
9.936910414404631631e-01,5.893263169063133189e-01,4.117779090907279782e-01,4.114987004392017256e-01,1.694608452188844591e-04,1.693352488520203476e-04
9.081445280266994269e-01,8.683852858693721366e-01,2.628502213649915320e-01,1.846672257365136460e-01,2.221629554315096566e-04,2.204591282521170406e-04
9.502169515862759486e-01,8.932717797652003355e-01,8.571585874018675666e-01,8.178842513070401221e-01,3.859311985943529328e-04,3.788807151217630262e-04
9.096486149104197061e-01,8.294480356681593891e-01,6.499490043813916929e-01,3.219607215485882357e-01,2.404073891885799270e-04,1.557521882143458782e-04
9.785524595993126962e-01,5.958386249136197188e-01,1.882586696748669297e-01,1.968315158508151391e-02,3.693292980715493770e-04,3.657220049278237396e-04
7.431694621927401601e-01,7.037929598731140768e-01,7.003164099085976702e-01,6.373115419713277774e-01,2.982830429770892168e-04,2.680597895335484196e-04
9.339350798088319472e-01,7.033727290645258590e-01,6.959793728957017755e-01,6.604428947938668637e-01,2.135867737174915626e-04,2.064174692847282639e-04
4.716056177530594251e-01,4.665645977846213377e-01,3.917853451075717364e-01,3.754061119352810616e-01,3.839594252721544748e-04,3.650945093470842561e-04
