9.572031841383933370e-01,9.305562698864424664e-01,9.284194951198664336e-01,8.438666279912401258e-01,8.273646033337452854e-01,7.945393151570476764e-01
9.749160343572769172e-01,9.667191418237951472e-01,9.061229698296834334e-01,7.973115113593283176e-01,7.851692302502146781e-01,7.837024714127305280e-01
9.627072059961772066e-01,7.611634558580573362e-01,7.597038505288794541e-01,7.586269785913993813e-01,5.055180603081986801e-01,4.937354084419276479e-01
8.538740936494998435e-01,8.536062171328535619e-01,7.927582219014103204e-01,7.903656143750881213e-01,7.445116500202579868e-01,5.355241047531782428e-01
6.792822844121489956e-01,5.672831686414330221e-01,5.338071792774786717e-01,5.305553000738020275e-01,3.405610671157384139e-01,3.249480650920743563e-01
9.794509511953712888e-01,7.322401497146706628e-01,7.267311065579584728e-01,6.314652694293928503e-01,6.121749373344783640e-01,6.110897246896421775e-01
9.904676384359699659e-01,9.176862844551597620e-01,7.740068298381730383e-01,4.210263374643815615e-01,2.163251489189008947e-01,1.343092765651986153e-01
9.287054976934321360e-01,6.721682960548676089e-01,6.646863424089114458e-01,6.048865517114290213e-01,1.879703099979297409e-01,1.762329643000962454e-01
7.904395093580793841e-01,5.218323688968060647e-01,4.488813678721699785e-01,3.957041798247380449e-01,1.000251950857832944e-01,4.533835373515218009e-02
3.340112724699388913e-01,3.311380078552260131e-01,3.253253468448620844e-01,2.343588474049137504e-01,1.557663910349483261e-01,1.553585538426449364e-01
9.686724936868427172e-01,9.384935842241636239e-01,9.021254880757209049e-01,8.387185213430308206e-01,4.323188929754598897e-01,4.103252523086237669e-01
7.247728728731478443e-01,5.632632852790581124e-01,5.256192211559155281e-01,2.142064734326437625e-01,8.080822581216538791e-02,6.134068172183540502e-02
7.947023172849410066e-01,7.922142093334808566e-01,7.536208034323641503e-01,7.450860273743965534e-01,1.922486185761457245e-01,1.175767437947925348e-01
2.372100908797954155e-01,2.371252568747019007e-01,2.362095291601887803e-01,1.941590102788204597e-01,1.748906146896753722e-01,1.396511841039368984e-01
3.614145285952587994e-01,1.136791765091107603e-01,5.740818817091306037e-02,5.526652902559489600e-02,5.361017902880810260e-02,5.226456688567657910e-02
9.657567656581226290e-01,9.584211874355365035e-01,4.794984975883150313e-01,4.790736180439003622e-01,2.619889247259396536e-01,1.518326594277878416e-01
8.331652777502916996e-01,8.189449638843120383e-01,8.085049729748642333e-01,7.444177646791508840e-01,1.743676412237495643e-01,1.716257256980984192e-01
8.235228236097706933e-01,3.001462680552089979e-01,2.616303654349362295e-01,2.491759983155460989e-01,1.402013523162845832e-01,1.223868273451118871e-01
8.914751248873973299e-01,6.416328493882269557e-01,2.844887362655771357e-01,2.527675165792065970e-01,1.103630726407278939e-01,9.340489027301289437e-02
8.218858267713393673e-01,8.043091204545383954e-01,3.833911855570740768e-01,3.820198342194337515e-01,5.423897061161003785e-02,3.888073109759145746e-02
7.260947689297578833e-01,6.435430213289363710e-01,2.061785055268642031e-01,2.051929580664234587e-01,2.432676610360700459e-02,2.370150469523023273e-02
9.797385719673062932e-01,9.664267221314787326e-01,8.987240903115413238e-01,2.670999414029395225e-01,1.647963126049296900e-01,1.500262943038102870e-01
9.580680044495823999e-01,7.138171921166518441e-01,6.016443933963178115e-01,3.186256124896749142e-01,3.913105830179591099e-02,3.913080903368826996e-02
9.258649366756818155e-01,4.486691429504176543e-01,4.148906838357053206e-01,3.282012963948484074e-01,3.486762650544500408e-02,3.161134673936100148e-02
8.641582146620250260e-01,8.262343193100657457e-01,7.954844549530212250e-01,2.369062531229385038e-01,9.717769819933975983e-02,3.697619292360066617e-02
8.532309312332877482e-01,7.490141130686243098e-01,7.362912203724097937e-01,5.364471153738508136e-01,3.310984667386727281e-02,2.422763694138493559e-02
8.856419878117004485e-01,7.458397133462342232e-01,7.453081265279851708e-01,4.255656385731430014e-01,3.225151638472528726e-02,3.179407677966923640e-02
9.575076621505820285e-01,9.566144393925842815e-01,7.102792390270720180e-01,5.719958790259805914e-01,4.708321706332614653e-02,3.495606692990678444e-02
9.674569316581626000e-01,8.671441205613881209e-01,6.760991389867520018e-01,6.599606920823768430e-01,1.287159873824834065e-02,1.282840735712204028e-02
8.182406290193791065e-01,7.111110963535587359e-01,4.787865822405737437e-01,3.810288340349541891e-01,2.892195737256836666e-02,2.298002725797384724e-02
